max_depth,criterian,splitter,max_features,class_weight_o,class_weight_1,ccp_alpha,accuracy,precision,recall,f1_score,roc_auc
9,log_loss,random,0.6,4,8,0.001,0.85,0.802,0.882,0.84,0.927
9,log_loss,random,0.6,4,8,0.01,0.813,0.738,0.904,0.813,0.894
9,log_loss,random,0.6,5,10,0.0,0.86,0.815,0.889,0.85,0.941
9,log_loss,random,0.6,5,10,0.001,0.828,0.758,0.905,0.825,0.92
9,log_loss,random,0.6,5,10,0.01,0.829,0.776,0.869,0.82,0.899
9,log_loss,random,0.5,1,2,0.0,0.856,0.798,0.908,0.849,0.939
9,log_loss,random,0.5,1,2,0.001,0.847,0.791,0.895,0.84,0.928
9,log_loss,random,0.5,1,2,0.01,0.752,0.656,0.936,0.772,0.854
9,log_loss,random,0.5,2,4,0.0,0.86,0.808,0.902,0.852,0.938
9,log_loss,random,0.5,2,4,0.001,0.837,0.772,0.905,0.833,0.925
9,log_loss,random,0.5,2,4,0.01,0.796,0.717,0.9,0.798,0.873
9,log_loss,random,0.5,3,6,0.0,0.851,0.792,0.906,0.845,0.936
9,log_loss,random,0.5,3,6,0.001,0.837,0.77,0.906,0.833,0.924
9,log_loss,random,0.5,3,6,0.01,0.825,0.769,0.871,0.817,0.891
9,log_loss,random,0.5,4,8,0.0,0.864,0.816,0.899,0.855,0.939
9,log_loss,random,0.5,4,8,0.001,0.841,0.789,0.882,0.833,0.922
9,log_loss,random,0.5,4,8,0.01,0.811,0.768,0.827,0.796,0.894
9,log_loss,random,0.5,5,10,0.0,0.851,0.792,0.905,0.845,0.937
9,log_loss,random,0.5,5,10,0.001,0.845,0.805,0.864,0.833,0.917
9,log_loss,random,0.5,5,10,0.01,0.789,0.706,0.909,0.794,0.888
11,gini,best,sqrt,1,2,0.0,0.861,0.807,0.906,0.854,0.941
11,gini,best,sqrt,1,2,0.001,0.837,0.775,0.897,0.832,0.909
11,gini,best,sqrt,1,2,0.01,0.829,0.776,0.869,0.82,0.884
11,gini,best,sqrt,2,4,0.0,0.87,0.822,0.906,0.862,0.944
11,gini,best,sqrt,2,4,0.001,0.831,0.774,0.879,0.823,0.901
11,gini,best,sqrt,2,4,0.01,0.801,0.768,0.797,0.782,0.831
11,gini,best,sqrt,3,6,0.0,0.865,0.819,0.898,0.857,0.941
11,gini,best,sqrt,3,6,0.001,0.839,0.781,0.892,0.833,0.914
11,gini,best,sqrt,3,6,0.01,0.799,0.717,0.908,0.802,0.859
11,gini,best,sqrt,4,8,0.0,0.861,0.81,0.902,0.854,0.94
11,gini,best,sqrt,4,8,0.001,0.836,0.763,0.92,0.834,0.913
11,gini,best,sqrt,4,8,0.01,0.821,0.78,0.836,0.807,0.85
11,gini,best,sqrt,5,10,0.0,0.866,0.816,0.906,0.859,0.943
11,gini,best,sqrt,5,10,0.001,0.825,0.75,0.916,0.824,0.922
11,gini,best,sqrt,5,10,0.01,0.843,0.821,0.831,0.826,0.875
11,gini,best,log2,1,2,0.0,0.86,0.806,0.905,0.853,0.94
11,gini,best,log2,1,2,0.001,0.848,0.806,0.87,0.836,0.904
11,gini,best,log2,1,2,0.01,0.809,0.754,0.85,0.799,0.855
11,gini,best,log2,2,4,0.0,0.866,0.812,0.911,0.859,0.944
11,gini,best,log2,2,4,0.001,0.847,0.789,0.898,0.84,0.917
11,gini,best,log2,2,4,0.01,0.832,0.787,0.857,0.82,0.848
11,gini,best,log2,3,6,0.0,0.862,0.807,0.91,0.855,0.943
11,gini,best,log2,3,6,0.001,0.85,0.801,0.884,0.84,0.913
11,gini,best,log2,3,6,0.01,0.788,0.696,0.934,0.798,0.86
11,gini,best,log2,4,8,0.0,0.867,0.819,0.902,0.859,0.943
11,gini,best,log2,4,8,0.001,0.849,0.798,0.888,0.841,0.912
11,gini,best,log2,4,8,0.01,0.793,0.708,0.917,0.799,0.842
11,gini,best,log2,5,10,0.0,0.862,0.804,0.914,0.855,0.944
11,gini,best,log2,5,10,0.001,0.849,0.79,0.904,0.843,0.92
11,gini,best,log2,5,10,0.01,0.776,0.687,0.916,0.785,0.852
11,gini,best,,1,2,0.0,0.871,0.821,0.912,0.864,0.947
11,gini,best,,1,2,0.001,0.841,0.773,0.915,0.838,0.927
11,gini,best,,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,,2,4,0.0,0.871,0.821,0.912,0.864,0.947
11,gini,best,,2,4,0.001,0.841,0.773,0.915,0.838,0.927
11,gini,best,,2,4,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,,3,6,0.0,0.871,0.821,0.912,0.864,0.947
11,gini,best,,3,6,0.001,0.841,0.773,0.915,0.838,0.927
11,gini,best,,3,6,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,,4,8,0.0,0.871,0.821,0.912,0.864,0.947
11,gini,best,,4,8,0.001,0.841,0.773,0.915,0.838,0.927
11,gini,best,,4,8,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,,5,10,0.0,0.871,0.821,0.912,0.864,0.947
11,gini,best,,5,10,0.001,0.841,0.773,0.915,0.838,0.927
11,gini,best,,5,10,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.8,1,2,0.0,0.871,0.82,0.912,0.863,0.947
11,gini,best,0.8,1,2,0.001,0.848,0.786,0.909,0.843,0.926
11,gini,best,0.8,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.8,2,4,0.0,0.871,0.82,0.913,0.864,0.947
11,gini,best,0.8,2,4,0.001,0.85,0.79,0.907,0.844,0.927
11,gini,best,0.8,2,4,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.8,3,6,0.0,0.874,0.827,0.908,0.866,0.947
11,gini,best,0.8,3,6,0.001,0.846,0.779,0.917,0.842,0.926
11,gini,best,0.8,3,6,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.8,4,8,0.0,0.871,0.819,0.914,0.864,0.947
11,gini,best,0.8,4,8,0.001,0.846,0.781,0.912,0.841,0.924
11,gini,best,0.8,4,8,0.01,0.831,0.8,0.831,0.815,0.869
11,gini,best,0.8,5,10,0.0,0.871,0.819,0.913,0.864,0.947
11,gini,best,0.8,5,10,0.001,0.846,0.778,0.92,0.843,0.925
11,gini,best,0.8,5,10,0.01,0.831,0.8,0.831,0.815,0.869
11,gini,best,0.7,1,2,0.0,0.872,0.824,0.909,0.864,0.947
11,gini,best,0.7,1,2,0.001,0.85,0.785,0.914,0.845,0.923
11,gini,best,0.7,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.7,2,4,0.0,0.873,0.824,0.91,0.865,0.947
11,gini,best,0.7,2,4,0.001,0.848,0.783,0.916,0.844,0.928
11,gini,best,0.7,2,4,0.01,0.829,0.776,0.869,0.82,0.871
11,gini,best,0.7,3,6,0.0,0.872,0.822,0.91,0.864,0.947
11,gini,best,0.7,3,6,0.001,0.846,0.781,0.912,0.841,0.922
11,gini,best,0.7,3,6,0.01,0.831,0.8,0.831,0.815,0.864
11,gini,best,0.7,4,8,0.0,0.873,0.825,0.909,0.865,0.947
11,gini,best,0.7,4,8,0.001,0.85,0.791,0.906,0.844,0.926
11,gini,best,0.7,4,8,0.01,0.832,0.76,0.913,0.829,0.891
11,gini,best,0.7,5,10,0.0,0.872,0.824,0.91,0.865,0.947
11,gini,best,0.7,5,10,0.001,0.843,0.777,0.911,0.838,0.928
11,gini,best,0.7,5,10,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.6,1,2,0.0,0.87,0.819,0.912,0.863,0.947
11,gini,best,0.6,1,2,0.001,0.846,0.784,0.907,0.841,0.925
11,gini,best,0.6,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.6,2,4,0.0,0.872,0.821,0.912,0.864,0.947
11,gini,best,0.6,2,4,0.001,0.861,0.813,0.894,0.852,0.925
11,gini,best,0.6,2,4,0.01,0.809,0.754,0.85,0.799,0.864
11,gini,best,0.6,3,6,0.0,0.871,0.822,0.91,0.864,0.946
11,gini,best,0.6,3,6,0.001,0.847,0.785,0.908,0.842,0.925
11,gini,best,0.6,3,6,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.6,4,8,0.0,0.872,0.821,0.911,0.864,0.947
11,gini,best,0.6,4,8,0.001,0.854,0.797,0.904,0.847,0.925
11,gini,best,0.6,4,8,0.01,0.831,0.8,0.831,0.815,0.869
11,gini,best,0.6,5,10,0.0,0.871,0.821,0.911,0.863,0.947
11,gini,best,0.6,5,10,0.001,0.843,0.776,0.911,0.838,0.921
11,gini,best,0.6,5,10,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.5,1,2,0.0,0.87,0.819,0.91,0.862,0.946
11,gini,best,0.5,1,2,0.001,0.854,0.803,0.892,0.845,0.925
11,gini,best,0.5,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.5,2,4,0.0,0.872,0.823,0.909,0.864,0.947
11,gini,best,0.5,2,4,0.001,0.854,0.811,0.88,0.844,0.925
11,gini,best,0.5,2,4,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.5,3,6,0.0,0.87,0.818,0.913,0.863,0.947
11,gini,best,0.5,3,6,0.001,0.847,0.791,0.895,0.84,0.92
11,gini,best,0.5,3,6,0.01,0.831,0.8,0.831,0.815,0.864
11,gini,best,0.5,4,8,0.0,0.872,0.822,0.911,0.864,0.947
11,gini,best,0.5,4,8,0.001,0.83,0.75,0.931,0.831,0.923
11,gini,best,0.5,4,8,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,best,0.5,5,10,0.0,0.872,0.825,0.907,0.864,0.947
11,gini,best,0.5,5,10,0.001,0.851,0.788,0.911,0.845,0.925
11,gini,best,0.5,5,10,0.01,0.831,0.791,0.846,0.817,0.865
11,gini,random,sqrt,1,2,0.0,0.853,0.812,0.874,0.842,0.93
11,gini,random,sqrt,1,2,0.001,0.846,0.812,0.856,0.833,0.904
11,gini,random,sqrt,1,2,0.01,0.808,0.765,0.823,0.793,0.844
11,gini,random,sqrt,2,4,0.0,0.859,0.816,0.883,0.848,0.934
11,gini,random,sqrt,2,4,0.001,0.83,0.763,0.9,0.826,0.914
11,gini,random,sqrt,2,4,0.01,0.783,0.698,0.905,0.789,0.854
11,gini,random,sqrt,3,6,0.0,0.856,0.801,0.902,0.849,0.932
11,gini,random,sqrt,3,6,0.001,0.802,0.713,0.933,0.808,0.908
11,gini,random,sqrt,3,6,0.01,0.769,0.683,0.904,0.778,0.845
11,gini,random,sqrt,4,8,0.0,0.856,0.8,0.906,0.849,0.938
11,gini,random,sqrt,4,8,0.001,0.835,0.787,0.866,0.825,0.886
11,gini,random,sqrt,4,8,0.01,0.822,0.805,0.795,0.8,0.84
11,gini,random,sqrt,5,10,0.0,0.858,0.813,0.889,0.849,0.933
11,gini,random,sqrt,5,10,0.001,0.822,0.744,0.917,0.822,0.909
11,gini,random,sqrt,5,10,0.01,0.752,0.659,0.924,0.77,0.839
11,gini,random,log2,1,2,0.0,0.848,0.804,0.875,0.838,0.928
11,gini,random,log2,1,2,0.001,0.818,0.758,0.872,0.811,0.9
11,gini,random,log2,1,2,0.01,0.691,0.604,0.905,0.724,0.812
11,gini,random,log2,2,4,0.0,0.85,0.794,0.897,0.843,0.931
11,gini,random,log2,2,4,0.001,0.828,0.768,0.883,0.821,0.898
11,gini,random,log2,2,4,0.01,0.738,0.649,0.904,0.756,0.853
11,gini,random,log2,3,6,0.0,0.847,0.803,0.872,0.836,0.925
11,gini,random,log2,3,6,0.001,0.823,0.75,0.908,0.821,0.903
11,gini,random,log2,3,6,0.01,0.809,0.761,0.837,0.797,0.824
11,gini,random,log2,4,8,0.0,0.856,0.805,0.895,0.848,0.935
11,gini,random,log2,4,8,0.001,0.833,0.785,0.863,0.822,0.902
11,gini,random,log2,4,8,0.01,0.812,0.783,0.803,0.793,0.827
11,gini,random,log2,5,10,0.0,0.854,0.808,0.885,0.845,0.929
11,gini,random,log2,5,10,0.001,0.818,0.737,0.925,0.82,0.909
11,gini,random,log2,5,10,0.01,0.783,0.733,0.811,0.77,0.821
11,gini,random,,1,2,0.0,0.87,0.821,0.908,0.862,0.946
11,gini,random,,1,2,0.001,0.851,0.793,0.901,0.844,0.918
11,gini,random,,1,2,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,random,,2,4,0.0,0.872,0.825,0.905,0.863,0.946
11,gini,random,,2,4,0.001,0.855,0.805,0.892,0.846,0.923
11,gini,random,,2,4,0.01,0.823,0.795,0.815,0.805,0.863
11,gini,random,,3,6,0.0,0.87,0.821,0.908,0.863,0.946
11,gini,random,,3,6,0.001,0.854,0.811,0.879,0.844,0.922
11,gini,random,,3,6,0.01,0.828,0.781,0.858,0.818,0.865
11,gini,random,,4,8,0.0,0.869,0.817,0.911,0.862,0.947
11,gini,random,,4,8,0.001,0.851,0.811,0.87,0.84,0.922
11,gini,random,,4,8,0.01,0.809,0.761,0.837,0.797,0.85
11,gini,random,,5,10,0.0,0.869,0.818,0.911,0.862,0.946
11,gini,random,,5,10,0.001,0.841,0.771,0.916,0.838,0.921
11,gini,random,,5,10,0.01,0.809,0.754,0.85,0.799,0.864
11,gini,random,0.8,1,2,0.0,0.869,0.819,0.907,0.861,0.946
11,gini,random,0.8,1,2,0.001,0.857,0.807,0.894,0.848,0.919
11,gini,random,0.8,1,2,0.01,0.813,0.754,0.864,0.806,0.851
11,gini,random,0.8,2,4,0.0,0.871,0.823,0.907,0.863,0.947
11,gini,random,0.8,2,4,0.001,0.85,0.791,0.905,0.844,0.924
11,gini,random,0.8,2,4,0.01,0.774,0.686,0.916,0.784,0.85
11,gini,random,0.8,3,6,0.0,0.869,0.821,0.905,0.861,0.945
11,gini,random,0.8,3,6,0.001,0.853,0.795,0.905,0.846,0.925
11,gini,random,0.8,3,6,0.01,0.829,0.793,0.838,0.815,0.869
11,gini,random,0.8,4,8,0.0,0.863,0.806,0.915,0.857,0.945
11,gini,random,0.8,4,8,0.001,0.839,0.77,0.913,0.836,0.919
11,gini,random,0.8,4,8,0.01,0.769,0.685,0.899,0.777,0.842
11,gini,random,0.8,5,10,0.0,0.871,0.824,0.904,0.862,0.945
11,gini,random,0.8,5,10,0.001,0.856,0.816,0.877,0.845,0.924
11,gini,random,0.8,5,10,0.01,0.788,0.696,0.934,0.798,0.86
11,gini,random,0.7,1,2,0.0,0.866,0.811,0.913,0.859,0.945
11,gini,random,0.7,1,2,0.001,0.83,0.761,0.906,0.827,0.913
11,gini,random,0.7,1,2,0.01,0.821,0.808,0.789,0.798,0.845
11,gini,random,0.7,2,4,0.0,0.868,0.817,0.909,0.86,0.946
11,gini,random,0.7,2,4,0.001,0.849,0.802,0.879,0.839,0.92
11,gini,random,0.7,2,4,0.01,0.769,0.685,0.899,0.777,0.878
11,gini,random,0.7,3,6,0.0,0.868,0.818,0.908,0.861,0.945
11,gini,random,0.7,3,6,0.001,0.828,0.748,0.927,0.828,0.917
11,gini,random,0.7,3,6,0.01,0.83,0.806,0.816,0.811,0.869
11,gini,random,0.7,4,8,0.0,0.866,0.813,0.91,0.859,0.945
11,gini,random,0.7,4,8,0.001,0.84,0.77,0.916,0.837,0.918
11,gini,random,0.7,4,8,0.01,0.815,0.775,0.829,0.801,0.851
11,gini,random,0.7,5,10,0.0,0.866,0.819,0.9,0.858,0.944
11,gini,random,0.7,5,10,0.001,0.855,0.805,0.892,0.846,0.911
11,gini,random,0.7,5,10,0.01,0.806,0.735,0.889,0.804,0.893
11,gini,random,0.6,1,2,0.0,0.868,0.821,0.903,0.86,0.944
11,gini,random,0.6,1,2,0.001,0.855,0.805,0.893,0.847,0.92
11,gini,random,0.6,1,2,0.01,0.809,0.754,0.85,0.799,0.849
11,gini,random,0.6,2,4,0.0,0.862,0.808,0.908,0.855,0.942
11,gini,random,0.6,2,4,0.001,0.857,0.815,0.882,0.847,0.922
11,gini,random,0.6,2,4,0.01,0.796,0.717,0.9,0.798,0.867
11,gini,random,0.6,3,6,0.0,0.863,0.813,0.901,0.855,0.94
11,gini,random,0.6,3,6,0.001,0.851,0.808,0.877,0.841,0.916
11,gini,random,0.6,3,6,0.01,0.82,0.776,0.842,0.807,0.862
11,gini,random,0.6,4,8,0.0,0.867,0.817,0.906,0.859,0.944
11,gini,random,0.6,4,8,0.001,0.85,0.799,0.89,0.842,0.919
11,gini,random,0.6,4,8,0.01,0.829,0.776,0.869,0.82,0.865
11,gini,random,0.6,5,10,0.0,0.864,0.809,0.911,0.857,0.943
11,gini,random,0.6,5,10,0.001,0.847,0.797,0.884,0.838,0.916
11,gini,random,0.6,5,10,0.01,0.807,0.748,0.858,0.799,0.851
11,gini,random,0.5,1,2,0.0,0.865,0.815,0.905,0.857,0.943
11,gini,random,0.5,1,2,0.001,0.852,0.812,0.873,0.841,0.915
11,gini,random,0.5,1,2,0.01,0.795,0.722,0.882,0.794,0.858
11,gini,random,0.5,2,4,0.0,0.86,0.805,0.909,0.854,0.941
11,gini,random,0.5,2,4,0.001,0.836,0.775,0.895,0.83,0.906
11,gini,random,0.5,2,4,0.01,0.805,0.732,0.892,0.804,0.868
11,gini,random,0.5,3,6,0.0,0.864,0.812,0.906,0.857,0.943
11,gini,random,0.5,3,6,0.001,0.844,0.788,0.892,0.837,0.916
11,gini,random,0.5,3,6,0.01,0.809,0.74,0.884,0.806,0.853
11,gini,random,0.5,4,8,0.0,0.868,0.821,0.903,0.86,0.943
11,gini,random,0.5,4,8,0.001,0.828,0.754,0.914,0.826,0.918
11,gini,random,0.5,4,8,0.01,0.763,0.673,0.915,0.776,0.873
11,gini,random,0.5,5,10,0.0,0.865,0.815,0.906,0.858,0.945
11,gini,random,0.5,5,10,0.001,0.844,0.789,0.888,0.836,0.921
11,gini,random,0.5,5,10,0.01,0.791,0.718,0.878,0.79,0.828
11,entropy,best,sqrt,1,2,0.0,0.866,0.82,0.898,0.858,0.942
11,entropy,best,sqrt,1,2,0.001,0.843,0.783,0.9,0.837,0.929
11,entropy,best,sqrt,1,2,0.01,0.823,0.798,0.811,0.805,0.887
11,entropy,best,sqrt,2,4,0.0,0.86,0.805,0.908,0.854,0.94
11,entropy,best,sqrt,2,4,0.001,0.842,0.794,0.874,0.832,0.919
11,entropy,best,sqrt,2,4,0.01,0.797,0.716,0.907,0.8,0.89
11,entropy,best,sqrt,3,6,0.0,0.864,0.812,0.907,0.857,0.942
11,entropy,best,sqrt,3,6,0.001,0.854,0.802,0.895,0.846,0.93
11,entropy,best,sqrt,3,6,0.01,0.831,0.8,0.831,0.815,0.898
11,entropy,best,sqrt,4,8,0.0,0.867,0.814,0.911,0.859,0.944
11,entropy,best,sqrt,4,8,0.001,0.842,0.779,0.904,0.837,0.926
11,entropy,best,sqrt,4,8,0.01,0.773,0.679,0.936,0.787,0.884
11,entropy,best,sqrt,5,10,0.0,0.867,0.814,0.911,0.86,0.944
11,entropy,best,sqrt,5,10,0.001,0.856,0.809,0.888,0.846,0.928
11,entropy,best,sqrt,5,10,0.01,0.809,0.761,0.837,0.797,0.88
11,entropy,best,log2,1,2,0.0,0.866,0.817,0.903,0.858,0.942
11,entropy,best,log2,1,2,0.001,0.832,0.766,0.899,0.827,0.92
11,entropy,best,log2,1,2,0.01,0.824,0.761,0.884,0.818,0.901
11,entropy,best,log2,2,4,0.0,0.864,0.812,0.906,0.857,0.943
11,entropy,best,log2,2,4,0.001,0.808,0.731,0.903,0.808,0.917
11,entropy,best,log2,2,4,0.01,0.78,0.702,0.884,0.782,0.873
11,entropy,best,log2,3,6,0.0,0.868,0.821,0.902,0.86,0.942
11,entropy,best,log2,3,6,0.001,0.845,0.794,0.884,0.837,0.924
11,entropy,best,log2,3,6,0.01,0.797,0.71,0.922,0.802,0.899
11,entropy,best,log2,4,8,0.0,0.866,0.819,0.9,0.858,0.942
11,entropy,best,log2,4,8,0.001,0.845,0.785,0.902,0.839,0.928
11,entropy,best,log2,4,8,0.01,0.789,0.695,0.941,0.8,0.894
11,entropy,best,log2,5,10,0.0,0.864,0.813,0.904,0.856,0.942
11,entropy,best,log2,5,10,0.001,0.833,0.76,0.916,0.831,0.925
11,entropy,best,log2,5,10,0.01,0.815,0.739,0.906,0.814,0.877
11,entropy,best,,1,2,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,,1,2,0.001,0.852,0.789,0.915,0.847,0.937
11,entropy,best,,1,2,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,,2,4,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,,2,4,0.001,0.852,0.789,0.915,0.847,0.937
11,entropy,best,,2,4,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,,3,6,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,,3,6,0.001,0.852,0.789,0.915,0.847,0.937
11,entropy,best,,3,6,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,,4,8,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,,4,8,0.001,0.852,0.789,0.915,0.847,0.937
11,entropy,best,,4,8,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,,5,10,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,,5,10,0.001,0.852,0.789,0.915,0.847,0.937
11,entropy,best,,5,10,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,0.8,1,2,0.0,0.873,0.824,0.909,0.865,0.947
11,entropy,best,0.8,1,2,0.001,0.857,0.802,0.905,0.85,0.936
11,entropy,best,0.8,1,2,0.01,0.837,0.78,0.886,0.83,0.901
11,entropy,best,0.8,2,4,0.0,0.872,0.823,0.91,0.865,0.948
11,entropy,best,0.8,2,4,0.001,0.852,0.789,0.916,0.847,0.937
11,entropy,best,0.8,2,4,0.01,0.832,0.767,0.898,0.827,0.908
11,entropy,best,0.8,3,6,0.0,0.873,0.825,0.909,0.865,0.947
11,entropy,best,0.8,3,6,0.001,0.853,0.794,0.906,0.847,0.935
11,entropy,best,0.8,3,6,0.01,0.83,0.76,0.907,0.827,0.901
11,entropy,best,0.8,4,8,0.0,0.871,0.821,0.911,0.864,0.947
11,entropy,best,0.8,4,8,0.001,0.851,0.785,0.92,0.847,0.936
11,entropy,best,0.8,4,8,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,0.8,5,10,0.0,0.872,0.822,0.911,0.864,0.947
11,entropy,best,0.8,5,10,0.001,0.857,0.801,0.907,0.851,0.936
11,entropy,best,0.8,5,10,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,0.7,1,2,0.0,0.874,0.827,0.909,0.866,0.947
11,entropy,best,0.7,1,2,0.001,0.856,0.795,0.913,0.85,0.936
11,entropy,best,0.7,1,2,0.01,0.837,0.78,0.886,0.83,0.91
11,entropy,best,0.7,2,4,0.0,0.872,0.823,0.91,0.864,0.948
11,entropy,best,0.7,2,4,0.001,0.847,0.778,0.92,0.843,0.936
11,entropy,best,0.7,2,4,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,0.7,3,6,0.0,0.872,0.822,0.913,0.865,0.948
11,entropy,best,0.7,3,6,0.001,0.852,0.789,0.914,0.847,0.936
11,entropy,best,0.7,3,6,0.01,0.837,0.78,0.886,0.83,0.9
11,entropy,best,0.7,4,8,0.0,0.871,0.819,0.913,0.864,0.947
11,entropy,best,0.7,4,8,0.001,0.855,0.795,0.91,0.849,0.936
11,entropy,best,0.7,4,8,0.01,0.837,0.78,0.886,0.83,0.901
11,entropy,best,0.7,5,10,0.0,0.873,0.824,0.909,0.865,0.947
11,entropy,best,0.7,5,10,0.001,0.847,0.776,0.926,0.844,0.935
11,entropy,best,0.7,5,10,0.01,0.854,0.838,0.835,0.837,0.905
11,entropy,best,0.6,1,2,0.0,0.872,0.822,0.911,0.864,0.947
11,entropy,best,0.6,1,2,0.001,0.854,0.799,0.901,0.847,0.935
11,entropy,best,0.6,1,2,0.01,0.837,0.78,0.886,0.83,0.914
11,entropy,best,0.6,2,4,0.0,0.873,0.824,0.911,0.865,0.947
11,entropy,best,0.6,2,4,0.001,0.85,0.785,0.916,0.846,0.934
11,entropy,best,0.6,2,4,0.01,0.849,0.808,0.87,0.838,0.91
11,entropy,best,0.6,3,6,0.0,0.874,0.826,0.909,0.866,0.947
11,entropy,best,0.6,3,6,0.001,0.852,0.789,0.913,0.847,0.935
11,entropy,best,0.6,3,6,0.01,0.819,0.756,0.88,0.813,0.905
11,entropy,best,0.6,4,8,0.0,0.872,0.824,0.91,0.865,0.947
11,entropy,best,0.6,4,8,0.001,0.852,0.79,0.914,0.847,0.934
11,entropy,best,0.6,4,8,0.01,0.837,0.78,0.886,0.83,0.902
11,entropy,best,0.6,5,10,0.0,0.872,0.822,0.911,0.864,0.948
11,entropy,best,0.6,5,10,0.001,0.848,0.781,0.919,0.844,0.937
11,entropy,best,0.6,5,10,0.01,0.834,0.777,0.885,0.827,0.901
11,entropy,best,0.5,1,2,0.0,0.873,0.825,0.909,0.865,0.947
11,entropy,best,0.5,1,2,0.001,0.855,0.794,0.912,0.849,0.936
11,entropy,best,0.5,1,2,0.01,0.815,0.739,0.906,0.814,0.902
11,entropy,best,0.5,2,4,0.0,0.873,0.825,0.907,0.864,0.947
11,entropy,best,0.5,2,4,0.001,0.854,0.799,0.9,0.846,0.934
11,entropy,best,0.5,2,4,0.01,0.82,0.754,0.889,0.816,0.901
11,entropy,best,0.5,3,6,0.0,0.869,0.815,0.913,0.862,0.946
11,entropy,best,0.5,3,6,0.001,0.853,0.793,0.911,0.848,0.934
11,entropy,best,0.5,3,6,0.01,0.817,0.768,0.847,0.806,0.902
11,entropy,best,0.5,4,8,0.0,0.872,0.824,0.909,0.864,0.947
11,entropy,best,0.5,4,8,0.001,0.847,0.787,0.903,0.841,0.931
11,entropy,best,0.5,4,8,0.01,0.837,0.78,0.886,0.83,0.908
11,entropy,best,0.5,5,10,0.0,0.87,0.819,0.911,0.863,0.947
11,entropy,best,0.5,5,10,0.001,0.852,0.791,0.911,0.846,0.935
11,entropy,best,0.5,5,10,0.01,0.831,0.8,0.831,0.815,0.898
11,entropy,random,sqrt,1,2,0.0,0.849,0.805,0.877,0.839,0.929
11,entropy,random,sqrt,1,2,0.001,0.835,0.788,0.864,0.824,0.909
11,entropy,random,sqrt,1,2,0.01,0.804,0.736,0.877,0.8,0.846
11,entropy,random,sqrt,2,4,0.0,0.843,0.794,0.877,0.833,0.923
11,entropy,random,sqrt,2,4,0.001,0.823,0.762,0.879,0.816,0.912
11,entropy,random,sqrt,2,4,0.01,0.775,0.693,0.892,0.78,0.873
11,entropy,random,sqrt,3,6,0.0,0.854,0.805,0.891,0.846,0.932
11,entropy,random,sqrt,3,6,0.001,0.833,0.772,0.891,0.827,0.914
11,entropy,random,sqrt,3,6,0.01,0.796,0.706,0.934,0.804,0.865
11,entropy,random,sqrt,4,8,0.0,0.851,0.793,0.902,0.844,0.935
11,entropy,random,sqrt,4,8,0.001,0.833,0.77,0.894,0.827,0.926
11,entropy,random,sqrt,4,8,0.01,0.803,0.757,0.826,0.79,0.868
11,entropy,random,sqrt,5,10,0.0,0.852,0.798,0.897,0.845,0.932
11,entropy,random,sqrt,5,10,0.001,0.83,0.771,0.882,0.823,0.911
11,entropy,random,sqrt,5,10,0.01,0.813,0.744,0.89,0.81,0.871
11,entropy,random,log2,1,2,0.0,0.836,0.781,0.882,0.829,0.922
11,entropy,random,log2,1,2,0.001,0.844,0.819,0.838,0.828,0.908
11,entropy,random,log2,1,2,0.01,0.796,0.725,0.878,0.794,0.867
11,entropy,random,log2,2,4,0.0,0.859,0.808,0.898,0.851,0.936
11,entropy,random,log2,2,4,0.001,0.829,0.761,0.903,0.826,0.919
11,entropy,random,log2,2,4,0.01,0.797,0.743,0.836,0.787,0.858
